accession,normalization,neighbors,0,1,cluster,protein
>CY213767,l2,10,0.99478656,-0.10197935,215,H16
>CY206862,l2,10,0.9983944,0.056644797,215,H16
>CY206870,l2,10,0.99349046,0.113915734,215,H16
>CY206878,l2,10,0.9982893,0.05846815,215,H16
>CY206677,l2,10,0.9982327,0.059427526,215,H16
>CY206886,l2,10,0.9934807,0.11399993,215,H16
>CY206894,l2,10,0.9933803,0.11487205,215,H16
>CY206902,l2,10,0.99349153,0.11390561,215,H16
>CY206910,l2,10,0.9934742,0.114057265,215,H16
>CY206918,l2,10,0.9982477,0.059173588,215,H16
>CY206926,l2,10,0.9982128,0.0597594,215,H16
>CY239304,l2,10,0.99830645,0.05817364,215,H16
>CY206934,l2,10,0.9934674,0.11411595,215,H16
>CY206942,l2,10,0.99348515,0.113961905,215,H16
>CY206950,l2,10,0.9983827,0.05685036,215,H16
>CY206958,l2,10,0.9983204,0.05793358,215,H16
>CY206966,l2,10,0.9982136,0.059746083,215,H16
>CY206974,l2,10,0.998324,0.057871707,215,H16
>CY206982,l2,10,0.9983076,0.05815425,215,H16
>CY206990,l2,10,0.99346507,0.11413686,215,H16
>CY206998,l2,10,0.9934173,0.114551626,215,H16
>CY207006,l2,10,0.9982981,0.05831734,215,H16
>CY207014,l2,10,0.9982835,0.058566302,215,H16
>CY239312,l2,10,0.99829656,0.058342043,215,H16
>CY213636,l2,10,0.40848118,0.91276675,238,H13
>CY213535,l2,10,0.41272554,0.91085535,238,H13
>CY213655,l2,10,0.99554366,-0.09430195,215,H16
>CY213663,l2,10,0.4102926,0.9119539,238,H13
>CY213671,l2,10,0.9956501,-0.09317077,215,H16
>CY213679,l2,10,0.9958294,-0.09123499,215,H16
>CY213695,l2,10,-0.4434401,0.896304,47,H13
>CY213703,l2,10,-0.44653267,0.8947673,47,H13
>CY239376,l2,10,0.9369235,-0.34953445,215,H16
>CY239320,l2,10,0.9354945,-0.35334128,215,H16
>CY239328,l2,10,0.9356062,-0.35304543,215,H16
>CY239336,l2,10,0.93551546,-0.35328594,215,H16
>CY239344,l2,10,0.93628645,-0.3512373,215,H16
>CY239352,l2,10,0.9359964,-0.35200953,215,H16
>CY239360,l2,10,0.93647414,-0.3507366,215,H16
>CY239368,l2,10,0.9352091,-0.35409603,215,H16
>CY239384,l2,10,0.93673277,-0.35004532,215,H16
>CY239392,l2,10,0.9357132,-0.3527617,215,H16
>MN210163,l2,10,0.43848845,0.89873683,238,H13
>MN210171,l2,10,0.43842602,0.89876723,238,H13
>MN210179,l2,10,0.4384306,0.898765,238,H13
>MN210187,l2,10,0.98036903,-0.19717161,215,H16
>MN210195,l2,10,0.43797502,0.8989871,238,H13
>MN210203,l2,10,0.4391245,0.8984262,238,H13
>MN210211,l2,10,0.43904743,0.8984639,238,H13
>MN210220,l2,10,0.43906888,0.8984535,238,H13
>MN210228,l2,10,0.43905836,0.89845854,238,H13
>MN210236,l2,10,0.4390801,0.89844793,238,H13
>MN210244,l2,10,0.9804159,-0.19693798,215,H16
>MN210252,l2,10,0.43919152,0.89839345,238,H13
>CY130493,l2,10,0.94530547,-0.32618642,215,H16
>CY130501,l2,10,0.9456114,-0.32529843,215,H16
>CY130509,l2,10,0.9464952,-0.32271805,215,H16
>CY130517,l2,10,0.9451651,-0.32659283,215,H16
>CY130340,l2,10,0.716826,0.69725204,238,H13
>MF146805,l2,10,0.97093636,-0.23933816,215,H16
>CY130086,l2,10,0.3773891,0.9260548,238,H13
>AB292664,l2,10,0.37296072,0.92784715,238,H13
>CY014694,l2,10,0.37697563,0.92622316,238,H13
>D90308,l2,10,0.3761078,0.9265759,238,H13
>CY195655,l2,10,0.98614925,-0.1658601,215,H16
>CY195663,l2,10,0.73037434,0.6830472,238,H13
>CY195833,l2,10,0.98753923,-0.15737325,215,H16
>CY195841,l2,10,0.98749167,-0.15767124,215,H16
>KF612959,l2,10,0.3768506,0.926274,238,H13
>MH501022,l2,10,0.98166525,-0.19061297,215,H16
>MH501038,l2,10,0.9814553,-0.1916908,215,H16
>MH501054,l2,10,-0.47085783,0.8822091,47,H13
>CY130485,l2,10,0.9463441,-0.32316068,215,H16
>CY005933,l2,10,0.94288135,-0.33312878,215,H16
>MK637080,l2,10,0.7299584,0.6834915,238,H13
>CY136606,l2,10,0.9422545,-0.3348977,215,H16
>CY136729,l2,10,0.9428173,-0.33331,215,H16
>JF775470,l2,10,-0.36422792,-0.9313099,47,H13
>CY136590,l2,10,0.9418276,-0.33609658,215,H16
>CY144178,l2,10,0.94418794,-0.32940716,215,H16
>MH134728,l2,10,0.46270394,-0.8865129,215,H16
>MH134637,l2,10,0.46053496,-0.8876415,215,H16
>MH134913,l2,10,0.46215218,-0.88680065,215,H16
>MH134615,l2,10,0.46234062,-0.88670236,215,H16
>MH498851,l2,10,0.13808227,0.99042076,47,H13
>MH499142,l2,10,0.42421246,0.90556276,238,H13
>MH499186,l2,10,0.41307473,0.9106972,238,H13
>MH498919,l2,10,0.41868046,0.9081336,238,H13
>MH499244,l2,10,0.41944176,0.90778226,238,H13
>MH498862,l2,10,0.41484934,0.90989006,238,H13
>MH498888,l2,10,0.41293716,0.9107595,238,H13
>MH498698,l2,10,0.41327345,0.9106069,238,H13
>MH579147,l2,10,0.730229,0.6832024,238,H13
>MT407153,l2,10,0.99718744,-0.074947335,215,H16
>CY136614,l2,10,0.94225705,-0.3348903,215,H16
>CY136630,l2,10,0.942796,-0.3333703,215,H16
>CY127445,l2,10,0.943242,-0.3321061,215,H16
>MK637221,l2,10,0.7302754,0.683153,238,H13
>MK637291,l2,10,0.73002124,0.6834244,238,H13
>MK637376,l2,10,0.73003197,0.68341297,238,H13
>MK637356,l2,10,0.7300825,0.6833591,238,H13
>MK637038,l2,10,0.7300367,0.683408,238,H13
>MK637365,l2,10,0.7302489,0.68318117,238,H13
>MK637396,l2,10,0.7300621,0.68338084,238,H13
>MK637116,l2,10,0.730214,0.6832185,238,H13
>MK345840,l2,10,0.87486416,0.48436844,238,H13
>MK345902,l2,10,0.9806837,-0.19560058,215,H16
>MK345859,l2,10,0.9807312,-0.19536187,215,H16
>MH501070,l2,10,0.98227715,-0.18743443,215,H16
>MH068359,l2,10,0.87427175,0.48543683,238,H13
>MH068367,l2,10,0.8748988,0.4843057,238,H13
>MF694110,l2,10,0.99728155,-0.07368538,215,H16
>CY128958,l2,10,0.7304164,0.6830021,238,H13
>KT338601,l2,10,0.997129,-0.07572121,215,H16
>KJ907711,l2,10,0.717142,0.69692713,238,H13
>JX030406,l2,10,-0.7938871,-0.60806525,238,H13
>CY125606,l2,10,0.97713983,-0.21259756,215,H16
>MF147925,l2,10,-0.9518083,0.30669364,51,H13
>MN210308,l2,10,0.9805732,-0.1961538,215,H16
>GQ907310,l2,10,0.71219426,0.70198244,238,H13
>GQ907318,l2,10,0.7188372,0.6951785,238,H13
>KT338585,l2,10,0.9970752,-0.07642682,215,H16
>MN783529,l2,10,0.874912,0.4842818,238,H13
>MK627734,l2,10,0.7303849,0.68303585,238,H13
>CY195647,l2,10,0.7303674,0.6830546,238,H13
>CY195801,l2,10,-0.46588653,0.88484454,47,H13
>CY195809,l2,10,-0.46934336,0.8830157,47,H13
>MH764096,l2,10,-0.22504003,0.9743495,47,H13
>MH764104,l2,10,-0.22498389,0.9743625,47,H13
>MH764112,l2,10,-0.22503528,0.9743506,47,H13
>MH764120,l2,10,-0.47746825,0.87864906,47,H13
>MH764128,l2,10,-0.4774628,0.878652,47,H13
>MH764136,l2,10,-0.4774661,0.8786502,47,H13
>MH764144,l2,10,-0.47747195,0.87864697,47,H13
>MH764152,l2,10,-0.2250119,0.974356,47,H13
>MH764160,l2,10,0.8747455,0.48458272,238,H13
>MH764168,l2,10,0.8748247,0.48443955,238,H13
>MH764176,l2,10,-0.47746316,0.8786518,47,H13
>MH764184,l2,10,-0.22503956,0.97434956,47,H13
>MH764192,l2,10,-0.22503756,0.9743501,47,H13
>MH764229,l2,10,0.8748203,0.48444766,238,H13
>MH764245,l2,10,0.87341315,0.48697996,238,H13
>MH764253,l2,10,0.8747552,0.48456517,238,H13
>MH579205,l2,10,-0.76336,-0.6459732,238,H13
>MK637241,l2,10,0.9816022,-0.19093737,215,H16
>CY145939,l2,10,0.7305105,0.68290156,238,H13
>MH501657,l2,10,0.7303675,0.6830543,238,H13
>MH502494,l2,10,0.9877708,-0.15591303,215,H16
>MH502664,l2,10,0.7305877,0.68281895,238,H13
>MH733644,l2,10,0.9876295,-0.15680553,215,H16
>KF772956,l2,10,-0.7624446,-0.64705336,238,H13
>MH579323,l2,10,0.7303773,0.6830439,238,H13
>MH578653,l2,10,-0.76298404,-0.6464173,238,H13
>MH499147,l2,10,0.41240254,0.91100174,238,H13
>CY005931,l2,10,-0.7642331,-0.64494014,238,H13
>EU030976,l2,10,0.97713745,-0.21260835,215,H16
>CY130110,l2,10,0.9771637,-0.21248822,215,H16
>CY045383,l2,10,0.9770599,-0.21296433,215,H16
>CY043888,l2,10,-0.76344335,-0.64587474,238,H13
>CY043896,l2,10,-0.76310563,-0.6462738,238,H13
>KJ372720,l2,10,0.730387,0.6830335,238,H13
>MH499218,l2,10,0.27253455,-0.962146,47,H13
>MH498668,l2,10,0.09439854,0.9955345,47,H13
>MH498656,l2,10,0.13670665,0.99061155,47,H13
>MH499009,l2,10,0.27051902,-0.96271455,47,H13
>MH499072,l2,10,0.27310926,-0.96198297,47,H13
>MH498671,l2,10,0.20590726,0.97857153,47,H13
>MF146200,l2,10,-0.8023751,-0.5968201,238,H13
>MF147792,l2,10,-0.45719078,0.88936865,47,H13
>CY185497,l2,10,0.6774863,0.73553544,238,H13
>CY185371,l2,10,0.7285488,0.684994,238,H13
>CY185625,l2,10,-0.452474,0.89177763,47,H13
>CY185601,l2,10,0.7269101,0.68673265,238,H13
>CY185633,l2,10,-0.45722777,0.8893496,47,H13
>CY185609,l2,10,0.677285,0.73572075,238,H13
>CY185673,l2,10,0.7268023,0.68684673,238,H13
>CY185665,l2,10,0.7266774,0.6869789,238,H13
>MH499091,l2,50,0.8755562,-0.48311645,47,H13
>GQ907294,l2,50,0.566226,0.82425,215,H16
>GQ907302,l2,50,0.99477494,-0.10209235,238,H13
>MH498778,l2,50,0.68075776,-0.7325086,238,H13
>MH499127,l2,50,0.8869725,-0.4618222,47,H13
>MH498752,l2,50,0.8798733,-0.47520834,47,H13
>MH499144,l2,50,0.6145547,-0.78887427,47,H13
>MH499019,l2,50,0.88194174,-0.4713584,47,H13
>MH498871,l2,50,0.85916066,-0.51170605,47,H13
>MH499102,l2,50,0.78846145,-0.61508423,47,H13
>MH499225,l2,50,0.792926,-0.60931784,47,H13
>MF682848,l2,50,0.17763449,0.9840966,238,H13
>CY138145,l2,50,0.6113861,0.7913324,215,H16
>MF146968,l2,50,0.99173397,-0.12831153,238,H13
>MF682898,l2,50,-0.532448,0.8464627,88,H16
>KX979507,l2,50,0.98398525,0.1782501,47,H13
>KX977814,l2,50,0.99416125,-0.1079052,238,H13
>KX978434,l2,50,-0.55140215,0.8342396,88,H16
>MF146992,l2,50,0.7547587,0.6560026,58,H13
>KX979327,l2,50,0.1966906,0.9804656,238,H13
>MF682741,l2,50,-0.5458562,0.8378789,88,H16
>MF682695,l2,50,0.87032825,0.49247205,47,H13
>KX978155,l2,50,0.994211,-0.10744514,238,H13
>MF147689,l2,50,0.7497261,0.66174823,51,H13
>KX977721,l2,50,0.86887854,0.49502534,47,H13
>KX979051,l2,50,0.94452894,0.32842836,47,H13
>MF694241,l2,50,0.90040356,0.4350557,47,H13
>MF147121,l2,50,-0.54490435,0.83849823,88,H16
>KX978985,l2,50,0.8858541,0.4639638,51,H13
>KX978252,l2,50,-0.5435319,0.83938855,88,H16
>MF145970,l2,50,0.8754062,0.48338786,51,H13
>KX977943,l2,50,0.8824805,0.47034892,51,H13
>MF147266,l2,50,0.8845331,0.46647745,51,H13
>KX979504,l2,50,0.88472545,0.46611246,51,H13
>KX979468,l2,50,0.88027066,0.47447184,51,H13
>KX978718,l2,50,0.88509023,0.46541956,51,H13
>MF146166,l2,50,0.90645605,0.42230022,51,H13
>KX978793,l2,50,0.90642214,0.42237294,51,H13
>MF147313,l2,50,0.97121,-0.23822474,47,H13
>KX979019,l2,50,0.98369986,0.17981794,47,H13
>KX977650,l2,50,0.6074435,0.79436284,215,H16
>MF147513,l2,50,-0.5519674,0.83386576,88,H16
>MF148049,l2,50,0.7497274,0.66174674,51,H13
>KX977664,l2,50,0.9427942,0.33337542,47,H13
>MF694057,l2,50,0.9003863,0.43509158,47,H13
>KX978037,l2,50,0.90560365,0.42412496,51,H13
>MF145899,l2,50,0.906092,0.42308074,51,H13
>KX978433,l2,50,0.90672994,0.4217119,51,H13
>KX979591,l2,50,0.9059627,0.42335746,51,H13
>KX978183,l2,50,0.9994182,0.034106664,51,H13
>KX978539,l2,50,0.9410338,0.33831266,55,H13
>MF147977,l2,50,0.75311273,0.65789145,58,H13
>MF147208,l2,50,0.75566363,0.65495986,58,H13
>MF146078,l2,50,0.9699851,-0.24316417,47,H13
>MF147927,l2,50,0.56731355,0.8235019,215,H16
>KX978913,l2,50,0.2026037,0.9792608,238,H13
>MF147771,l2,50,0.75597817,0.65459687,58,H13
>KX978308,l2,50,0.75460404,0.65618044,58,H13
>MF146479,l2,50,0.7535543,0.6573857,58,H13
>MF146534,l2,50,0.75426733,0.6565674,58,H13
>MF147740,l2,50,0.7539289,0.65695596,58,H13
>MF146435,l2,50,0.75419337,0.6566524,58,H13
>KX979088,l2,50,0.75450647,0.6562927,58,H13
>MF147719,l2,50,0.7559729,0.6546029,58,H13
>MF147553,l2,50,0.7546707,0.6561038,58,H13
>MF146833,l2,50,0.75368327,0.6572378,58,H13
>MF148122,l2,50,0.9698816,-0.24357685,47,H13
>MF145916,l2,50,0.9836272,0.1802149,47,H13
>KX979541,l2,50,0.20211212,0.97936237,238,H13
>KX978398,l2,50,-0.5518631,0.8339347,88,H16
>MF146523,l2,50,0.7536943,0.65722513,58,H13
>MF147007,l2,50,0.7497536,0.66171706,51,H13
>MF145735,l2,50,0.7546982,0.656072,58,H13
>MF147558,l2,50,0.8855507,0.46454278,51,H13
>KX977630,l2,50,0.8847718,0.4660246,51,H13
>MF146431,l2,50,0.7539528,0.6569286,58,H13
>MF146500,l2,50,0.8843074,0.46690518,51,H13
>MF147405,l2,50,0.75272274,0.6583377,58,H13
>MF146583,l2,50,0.8848219,0.46592948,51,H13
>MF145859,l2,50,0.97105783,-0.23884451,47,H13
>KX978997,l2,50,0.5662137,0.8242584,215,H16
>KX977766,l2,50,0.5636129,0.8260391,215,H16
>MF147101,l2,50,0.7540045,0.6568693,58,H13
>MF147981,l2,50,0.9438658,0.33032936,47,H13
>MF146410,l2,50,0.5718862,0.82033294,215,H16
>MF147814,l2,50,0.75559986,0.6550334,58,H13
>KX978686,l2,50,0.9437765,0.3305842,47,H13
>KX978083,l2,50,-0.5453198,0.8382281,88,H16
>MF575214,l2,50,-0.5517575,0.8340046,88,H16
>MF145897,l2,50,0.75653464,0.6539537,58,H13
>MF146531,l2,50,0.94394845,0.33009282,47,H13
>MF146229,l2,50,0.9708878,-0.23953488,47,H13
>KX978076,l2,50,0.19598451,0.98060703,238,H13
>MF147189,l2,50,0.7547803,0.6559777,58,H13
>KX979090,l2,50,0.94390935,0.33020476,47,H13
>KX978980,l2,50,0.19953331,0.97989106,238,H13
>MF147647,l2,50,0.7497184,0.66175693,51,H13
>MF146608,l2,50,0.61017746,0.7922648,215,H16
>MF146148,l2,50,0.56736577,0.82346594,215,H16
>MF148130,l2,50,0.75463796,0.6561414,58,H13
>KX979063,l2,50,0.19749036,0.98030484,238,H13
>MF147797,l2,50,0.98364294,0.18012907,47,H13
>MF146087,l2,50,0.9941706,-0.1078186,238,H13
>KX977772,l2,50,0.8857967,0.46407327,51,H13
>MF694026,l2,50,0.9001771,0.43552402,47,H13
>MF682696,l2,50,0.9838168,0.17917712,47,H13
>MF146063,l2,50,0.7539407,0.6569424,58,H13
>MF959992,l2,50,-0.5455482,0.83807945,88,H16
>MF147878,l2,50,0.7548542,0.6558928,58,H13
>KX978709,l2,50,0.5675668,0.82332736,215,H16
>MF575026,l2,50,-0.5516621,0.8340677,88,H16
>MF145799,l2,50,0.7497219,0.6617531,51,H13
>MF146268,l2,50,0.56565034,0.82464516,215,H16
>KX977887,l2,50,0.7548643,0.655881,58,H13
>KX978812,l2,50,0.8685723,0.49556243,47,H13
>MF147255,l2,50,0.97910994,-0.2033317,47,H13
>MF103719,l2,50,-0.5447646,0.8385891,88,H16
>MF147679,l2,50,0.7538904,0.6570002,58,H13
>MF147919,l2,50,0.8682327,0.49615708,47,H13
>MF147715,l2,50,-0.5470894,0.8370741,88,H16
>KX977702,l2,50,0.75422883,0.6566116,58,H13
>KX978026,l2,50,0.8683876,0.4958861,47,H13
>MF147314,l2,50,-0.53237337,0.84650964,88,H16
>MF146397,l2,50,0.56521624,0.8249428,215,H16
>MF147342,l2,50,0.7497999,0.6616646,51,H13
>KX978072,l2,50,0.94302833,0.33271253,47,H13
>MF146654,l2,50,-0.5308057,0.8474935,88,H16
>KX978876,l2,50,0.19587393,0.9806291,238,H13
>MF146675,l2,50,-0.5512299,0.8343534,88,H16
>MF146953,l2,50,0.74975616,0.6617142,51,H13
>MF146238,l2,50,-0.53019035,0.84787863,88,H16
>KX977785,l2,50,-0.5456024,0.83804417,88,H16
>MF146920,l2,50,-0.5489942,0.83582616,88,H16
>MF147705,l2,50,0.8846466,0.46626222,51,H13
>KX979165,l2,50,0.9436218,0.33102545,47,H13
>MF146193,l2,50,-0.5315701,0.84701425,88,H16
>KX979544,l2,50,0.1959914,0.9806056,238,H13
>KX979432,l2,50,-0.5493314,0.83560455,88,H16
>MF146506,l2,50,0.7546944,0.6560765,58,H13
>KX978504,l2,50,0.9444902,0.32853955,47,H13
>MF682763,l2,50,-0.5331236,0.8460374,88,H16
>MF146414,l2,50,0.9838,0.17926969,47,H13
>KX978612,l2,50,0.60918546,0.79302776,215,H16
>MF146473,l2,50,0.74973035,0.66174346,51,H13
>KX977620,l2,50,0.9438609,0.3303433,47,H13
>MF694124,l2,50,-0.5439643,0.83910835,88,H16
>MF146174,l2,50,0.97171336,-0.23616348,47,H13
>MF145738,l2,50,-0.55170846,0.834037,88,H16
>MF146800,l2,50,0.75279367,0.6582565,58,H13
>MF682757,l2,50,0.9782181,-0.20757975,47,H13
>KX979380,l2,50,0.1932327,0.98115295,238,H13
>MF147961,l2,50,-0.55147904,0.8341887,88,H16
>MF147302,l2,50,0.8846806,0.4661976,51,H13
>MF575089,l2,50,0.9447185,0.32788256,47,H13
>MF682685,l2,50,-0.5306491,0.8475915,88,H16
>MF682661,l2,50,0.9719024,-0.23538437,47,H13
>KX979111,l2,50,0.6103046,0.7921668,215,H16
>MF146858,l2,50,0.8851069,0.46538776,51,H13
>KX978441,l2,50,0.9439736,0.33002087,47,H13
>MF148040,l2,50,-0.5306525,0.8475895,88,H16
>KX978020,l2,50,0.98380893,0.17922059,47,H13
>MF146352,l2,50,-0.5520239,0.8338283,88,H16
>KX979200,l2,50,0.7544467,0.6563613,58,H13
>MF575196,l2,50,0.94415104,0.32951298,47,H13
>MF682843,l2,50,0.9787763,-0.20493184,47,H13
>MF682838,l2,50,-0.5315966,0.8469977,88,H16
>MF682844,l2,50,0.19883728,0.9800325,238,H13
>MF147682,l2,50,-0.55168694,0.83405125,88,H16
>MF146167,l2,50,0.88505644,0.4654837,51,H13
>MF575309,l2,50,0.9442847,0.32912976,47,H13
>KX979094,l2,50,-0.5460404,0.83775884,88,H16
>MF147197,l2,50,0.8847522,0.46606165,51,H13
>KX978735,l2,50,0.94463074,0.3281353,47,H13
>MF147982,l2,50,-0.5312231,0.847232,88,H16
>MF147594,l2,50,0.98393035,0.17855248,47,H13
>MF147122,l2,50,0.7542321,0.6566078,58,H13
>MF575190,l2,50,-0.5450773,0.83838576,88,H16
>MF146360,l2,50,0.9715189,-0.2369623,47,H13
>KX978043,l2,50,0.9838694,0.17888819,47,H13
>MF146714,l2,50,0.56557375,0.8246978,215,H16
>MF147911,l2,50,0.75398195,0.6568951,58,H13
>MF148148,l2,50,0.8683842,0.49589214,47,H13
>MF148103,l2,50,0.9838053,0.17924039,47,H13
>MF147940,l2,50,0.75426537,0.6565697,58,H13
>MF148072,l2,50,0.9710742,-0.23877816,47,H13
>MF147735,l2,50,0.9938278,-0.11093337,238,H13
>MF146672,l2,50,0.8552224,0.51826125,51,H13
>KX978929,l2,50,0.19778077,0.9802463,238,H13
>MF146970,l2,50,0.97123486,-0.23812371,47,H13
>MF959989,l2,50,0.98374003,0.17959851,47,H13
>KX977869,l2,50,0.9941941,-0.10760164,238,H13
>MF146383,l2,50,0.7497567,0.66171366,51,H13
>MF693939,l2,50,-0.53305376,0.8460814,88,H16
>MF146828,l2,50,-0.5311598,0.8472716,88,H16
>MF147673,l2,50,0.85565627,0.51754457,51,H13
>MF146643,l2,50,-0.5309199,0.84742194,88,H16
>MF145921,l2,50,0.8553327,0.5180792,51,H13
>MF145764,l2,50,-0.5315215,0.8470448,88,H16
>KX978470,l2,50,0.85532564,0.5180908,51,H13
>MF147698,l2,50,0.8554734,0.51784676,51,H13
>MF146202,l2,50,0.979301,-0.20240937,47,H13
>MF146594,l2,50,0.8553001,0.5181329,51,H13
>MF146076,l2,50,-0.53121835,0.84723485,88,H16
>MF146496,l2,50,0.85550886,0.5177881,51,H13
>MF146816,l2,50,-0.53200316,0.8467424,88,H16
>MF145843,l2,50,0.8554419,0.5178987,51,H13
>MF146537,l2,50,-0.53197867,0.84675777,88,H16
>KX978071,l2,50,0.85571665,0.5174448,51,H13
>MF147537,l2,50,0.85573435,0.5174154,51,H13
>MF146211,l2,50,0.85549164,0.51781666,51,H13
>MF682767,l2,50,-0.5331396,0.84602726,88,H16
>MF145989,l2,50,0.97130716,-0.2378286,47,H13
>MF146421,l2,50,0.9837645,0.17946379,47,H13
>MF145955,l2,50,0.99428195,-0.10678613,238,H13
>MF146395,l2,50,0.7551714,0.6555275,58,H13
>KX978369,l2,50,0.9446547,0.32806647,47,H13
>MF693921,l2,50,-0.5432664,0.83956033,88,H16
>MK192316,l2,50,-0.54402816,0.839067,88,H16
>MF145888,l2,50,-0.5000543,0.8659941,88,H16
>MF146634,l2,50,0.11630324,-0.9932138,51,H13
>MF148145,l2,50,0.117413506,-0.99308306,51,H13
>KX977670,l2,50,0.11825714,-0.99298304,51,H13
>MF146769,l2,50,-0.499527,0.8662983,88,H16
>MF147610,l2,50,0.11855842,-0.99294716,51,H13
>MF147728,l2,50,-0.5319224,0.84679306,88,H16
>MF145811,l2,50,0.111666165,-0.9937458,51,H13
>MF147656,l2,50,0.94140005,0.33729205,55,H13
>MF146014,l2,50,-0.53223294,0.846598,88,H16
>MF147422,l2,50,0.9406927,0.33925983,55,H13
>MF146085,l2,50,-0.5001086,0.8659627,88,H16
>MF147944,l2,50,0.941209,0.33782482,55,H13
>MF575228,l2,50,0.9762221,-0.21677251,47,H13
>MF575118,l2,50,-0.53109604,0.8473116,88,H16
>MF146043,l2,50,0.941755,0.3363,55,H13
>MF147239,l2,50,-0.5010987,0.8653901,88,H16
>MF147717,l2,50,0.94116175,0.33795652,55,H13
>MF575207,l2,50,0.19242343,0.98131204,238,H13
>MF146566,l2,50,0.971288,-0.2379067,47,H13
>MF147945,l2,50,0.9838042,0.17924629,47,H13
>KX979279,l2,50,0.9945295,-0.10445657,238,H13
>MF146111,l2,50,-0.54802006,0.83646524,88,H16
>MF146975,l2,50,0.7543213,0.65650547,58,H13
>MF146245,l2,50,0.8700508,0.49296203,47,H13
>MF694199,l2,50,0.90038913,0.43508548,47,H13
>MF146436,l2,50,-0.49870974,0.8667691,88,H16
>MF147750,l2,50,0.9413371,0.33746773,55,H13
>MF682709,l2,50,-0.50076437,0.86558366,88,H16
>MF147841,l2,50,0.11318644,-0.9935738,51,H13
>MF147547,l2,50,-0.5312669,0.8472045,88,H16
>MF146710,l2,50,0.9413859,0.33733153,55,H13
>KX979453,l2,50,-0.5280169,0.8492338,88,H16
>MF146214,l2,50,0.11265207,-0.9936345,51,H13
>MF147491,l2,50,0.9786929,-0.2053296,47,H13
>MF147469,l2,50,0.85580266,0.5173026,51,H13
>MF682781,l2,50,0.97921044,-0.2028473,47,H13
>KX977811,l2,50,0.8557003,0.51747185,51,H13
>MF146391,l2,50,0.97918075,-0.20299011,47,H13
>MF146872,l2,50,0.11386226,-0.9934965,51,H13
>MF146670,l2,50,0.97891355,-0.20427528,47,H13
>MF145901,l2,50,0.11593605,-0.9932567,51,H13
>MF145978,l2,50,0.97805303,-0.20835584,47,H13
>MF146441,l2,50,0.11477487,-0.9933916,51,H13
>MF145725,l2,50,-0.5000115,0.8660187,88,H16
>KX978831,l2,50,0.11554438,-0.99330235,51,H13
>KR087564,l2,50,0.20028955,0.97973675,238,H13
>MF147289,l2,50,0.20118481,0.9795533,238,H13
>MF682666,l2,50,0.99433774,-0.10626543,238,H13
>MF575109,l2,50,-0.5495469,0.8354629,88,H16
>MF145876,l2,50,0.7545077,0.6562912,58,H13
>KX977868,l2,50,0.8698208,0.4933679,47,H13
>MF147493,l2,50,0.9445112,0.32847932,47,H13
>MF694207,l2,50,0.9003837,0.4350966,47,H13
>MF146424,l2,50,0.979369,-0.20207994,47,H13
>MF146204,l2,50,0.8558422,0.517237,51,H13
>MF145709,l2,50,0.94046104,0.33990166,55,H13
>KX978101,l2,50,0.94181865,0.33612153,55,H13
>MF682721,l2,50,0.9722037,-0.23413706,47,H13
>MF682880,l2,50,0.9782213,-0.20756426,47,H13
>MF147965,l2,50,0.9409771,0.33847016,55,H13
>MF146501,l2,50,0.9790863,-0.20344567,47,H13
>MF148047,l2,50,0.11536485,-0.99332315,51,H13
>MF147192,l2,50,-0.53141165,0.8471137,88,H16
>MF147095,l2,50,0.9413695,0.33737758,55,H13
>MF146737,l2,50,-0.53202194,0.8467306,88,H16
>KX978834,l2,50,0.8552068,0.51828694,51,H13
>MF146931,l2,50,-0.500388,0.8658013,88,H16
>MF146562,l2,50,0.94089293,0.33870423,55,H13
>MF146836,l2,50,-0.53114676,0.84727985,88,H16
>MF146693,l2,50,0.9415001,0.3370124,55,H13
>MF147849,l2,50,-0.49947095,0.8663306,88,H16
>MF147375,l2,50,0.9414753,0.33708194,55,H13
>MF575016,l2,50,0.9714252,-0.23734629,47,H13
>MF147869,l2,50,0.1954397,0.9807157,238,H13
>KX979026,l2,50,0.99444395,-0.105267,238,H13
>MF146964,l2,50,0.74977624,0.66169137,51,H13
>MF147858,l2,50,0.8708159,0.4916093,47,H13
>KX978275,l2,50,0.86859316,0.49552596,47,H13
>MF693954,l2,50,0.9003576,0.43515083,47,H13
>MF146060,l2,50,-0.4993065,0.8664254,88,H16
>MF147078,l2,50,0.94152486,0.33694357,55,H13
>KX977730,l2,50,-0.52764297,0.84946626,88,H16
>KX977728,l2,50,0.8768473,0.480769,51,H13
>MF146767,l2,50,-0.5317839,0.8468801,88,H16
>KX979079,l2,50,0.88494503,0.46569547,51,H13
>KX979576,l2,50,0.97705036,-0.21300828,47,H13
>KX977618,l2,50,0.88423294,0.4670461,51,H13
>MF147070,l2,50,-0.531371,0.8471392,88,H16
>MF146502,l2,50,0.88388693,0.46770054,51,H13
>MF146577,l2,50,-0.53110373,0.8473067,88,H16
>KX979040,l2,50,0.9413286,0.3374914,55,H13
>MF145996,l2,50,0.97411865,-0.22603722,47,H13
>KX979045,l2,50,0.88299376,0.46938473,51,H13
>MF147363,l2,50,0.9758868,-0.21827699,47,H13
>KX978218,l2,50,0.88446426,0.4666079,51,H13
>MF148111,l2,50,-0.4995649,0.8662765,88,H16
